LOCATION,SUBJECT,TIME,Value
CHE,TRY,2008,90.469116
CHE,TRY,2009,89.604568
CHE,TRY,2010,87.327576
CHE,TRY,2011,87.892036
CHE,TRY,2012,88.552856
CHE,TRY,2013,88.081001
CHE,TRY,2014,88.040604
CHE,TRY,2015,88.198875
CHE,TRY,2016,88.492294
CHE,TRY,2017,88.253677
CHE,TRY,2018,88.679741
CHE,TRY,2019,89.3713
CHE,TRY,2020,88.934608
CHE,TRY,2021,88.962387
USA,UPPSRY_NTRY,1981,71.369842
USA,UPPSRY_NTRY,1982,69.661493
USA,UPPSRY_NTRY,1983,68.645998
USA,UPPSRY_NTRY,1984,71.014016
USA,UPPSRY_NTRY,1985,72.354134
USA,UPPSRY_NTRY,1986,72.188388
USA,UPPSRY_NTRY,1987,73.265437
USA,UPPSRY_NTRY,1988,74.343229
USA,UPPSRY_NTRY,1989,75.668225
USA,UPPSRY_NTRY,1990,75.806028
USA,UPPSRY_NTRY,1991,74.379862
USA,UPPSRY_NTRY,1992,73.351265
USA,UPPSRY_NTRY,1993,73.327965
USA,UPPSRY_NTRY,1994,73.922516
USA,UPPSRY_NTRY,1995,74.43557
USA,UPPSRY_NTRY,1996,75.092949
USA,UPPSRY_NTRY,1997,75.740555
USA,UPPSRY_NTRY,1998,75.792206
USA,UPPSRY_NTRY,1999,76.237419
USA,UPPSRY_NTRY,2000,76.681938
USA,UPPSRY_NTRY,2001,76.021034
USA,UPPSRY_NTRY,2002,74.017136
USA,UPPSRY_NTRY,2003,73.312019
USA,UPPSRY_NTRY,2004,72.83976
USA,UPPSRY_NTRY,2005,72.789757
USA,UPPSRY_NTRY,2006,73.348991
USA,UPPSRY_NTRY,2007,73.612854
USA,UPPSRY_NTRY,2008,72.827103
USA,UPPSRY_NTRY,2009,68.887581
USA,UPPSRY_NTRY,2010,67.935326
USA,UPPSRY_NTRY,2011,67.125801
USA,UPPSRY_NTRY,2012,67.468834
USA,UPPSRY_NTRY,2013,67.758492
USA,UPPSRY_NTRY,2014,67.88089
USA,UPPSRY_NTRY,2015,68.645622
USA,UPPSRY_NTRY,2016,68.829735
USA,UPPSRY_NTRY,2017,69.978073
USA,UPPSRY_NTRY,2018,69.980186
USA,UPPSRY_NTRY,2019,71.045883
USA,UPPSRY_NTRY,2020,69.037971
USA,UPPSRY_NTRY,2021,66.738869
AUS,TRY,1989,76.489265
AUS,TRY,1991,75.202911
AUS,TRY,1993,82.031517
AUS,TRY,1994,82.405853
AUS,TRY,1995,83.269669
AUS,TRY,1997,83.351204
AUS,TRY,1998,83.751465
AUS,TRY,1999,81.962997
AUS,TRY,2000,82.878609
AUS,TRY,2001,83.107796
AUS,TRY,2002,83.477089
AUS,TRY,2003,83.229851
AUS,TRY,2004,83.272232
AUS,TRY,2005,84.412949
AUS,TRY,2006,84.353523
AUS,TRY,2007,84.823486
AUS,TRY,2008,83.105896
AUS,TRY,2009,84.255821
AUS,TRY,2010,84.019539
AUS,TRY,2011,84.305344
AUS,TRY,2012,84.437431
AUS,TRY,2013,83.484528
AUS,TRY,2014,82.947945
AUS,TRY,2015,83.097328
AUS,TRY,2016,83.515259
AUS,TRY,2017,83.951401
AUS,TRY,2018,84.066086
AUS,TRY,2019,84.568695
AUS,TRY,2020,81.466423
AUS,TRY,2021,85.512535
KOR,UPPSRY_NTRY,1995,71.229935
KOR,UPPSRY_NTRY,1997,71.698799
KOR,UPPSRY_NTRY,1998,66.465599
KOR,UPPSRY_NTRY,1999,66.404625
KOR,UPPSRY_NTRY,2000,68.740852
KOR,UPPSRY_NTRY,2001,69.436409
KOR,UPPSRY_NTRY,2002,70.557007
KOR,UPPSRY_NTRY,2003,69.620415
KOR,UPPSRY_NTRY,2004,70.199181
KOR,UPPSRY_NTRY,2005,70.131943
KOR,UPPSRY_NTRY,2006,70.428894
KOR,UPPSRY_NTRY,2007,70.848465
KOR,UPPSRY_NTRY,2008,70.694626
KOR,UPPSRY_NTRY,2009,69.174683
KOR,UPPSRY_NTRY,2010,70.131836
KOR,UPPSRY_NTRY,2011,70.7957
KOR,UPPSRY_NTRY,2012,70.957237
KOR,UPPSRY_NTRY,2013,71.23275
KOR,UPPSRY_NTRY,2014,72.231895
KOR,UPPSRY_NTRY,2015,72.502853
KOR,UPPSRY_NTRY,2016,72.534996
KOR,UPPSRY_NTRY,2017,73.04821
KOR,UPPSRY_NTRY,2018,72.433052
KOR,UPPSRY_NTRY,2019,72.20945
KOR,UPPSRY_NTRY,2020,70.40477
KOR,UPPSRY_NTRY,2021,69.96904
AUS,BUPPSRY,1989,57.808041
AUS,BUPPSRY,1991,52.844791
AUS,BUPPSRY,1993,57.816246
AUS,BUPPSRY,1994,59.492508
AUS,BUPPSRY,1995,60.216778
AUS,BUPPSRY,1997,59.477005
AUS,BUPPSRY,1998,59.454018
AUS,BUPPSRY,1999,59.088787
AUS,BUPPSRY,2000,60.819241
AUS,BUPPSRY,2001,59.895683
AUS,BUPPSRY,2002,60.002323
AUS,BUPPSRY,2003,61.008137
AUS,BUPPSRY,2004,60.640072
AUS,BUPPSRY,2005,62.907692
AUS,BUPPSRY,2006,63.472088
AUS,BUPPSRY,2007,63.865177
AUS,BUPPSRY,2008,61.529007
AUS,BUPPSRY,2009,66.119377
AUS,BUPPSRY,2010,65.07019
AUS,BUPPSRY,2011,65.794937
AUS,BUPPSRY,2012,66.24485
AUS,BUPPSRY,2013,60.332756
AUS,BUPPSRY,2014,59.668468
AUS,BUPPSRY,2015,58.48666
AUS,BUPPSRY,2016,58.07053
AUS,BUPPSRY,2017,58.893112
AUS,BUPPSRY,2018,60.128365
AUS,BUPPSRY,2019,61.919876
AUS,BUPPSRY,2020,56.469299
AUS,BUPPSRY,2021,59.654552
AUT,UPPSRY_NTRY,2004,72.127136
AUT,UPPSRY_NTRY,2005,72.82415
AUT,UPPSRY_NTRY,2006,73.169075
AUT,UPPSRY_NTRY,2007,74.221077
AUT,UPPSRY_NTRY,2008,75.710861
AUT,UPPSRY_NTRY,2009,75.334251
AUT,UPPSRY_NTRY,2010,75.857109
AUT,UPPSRY_NTRY,2011,75.619888
AUT,UPPSRY_NTRY,2012,75.85466
AUT,UPPSRY_NTRY,2013,76.202034
AUT,UPPSRY_NTRY,2014,75.902626
AUT,UPPSRY_NTRY,2015,75.731094
AUT,UPPSRY_NTRY,2016,75.909683
AUT,UPPSRY_NTRY,2017,76.641907
AUT,UPPSRY_NTRY,2018,77.626114
AUT,UPPSRY_NTRY,2019,78.067055
AUT,UPPSRY_NTRY,2020,76.374619
AUT,UPPSRY_NTRY,2021,75.872192
EST,UPPSRY_NTRY,1997,74.686195
EST,UPPSRY_NTRY,1998,73.835678
EST,UPPSRY_NTRY,1999,71.047562
EST,UPPSRY_NTRY,2000,68.715416
EST,UPPSRY_NTRY,2001,69.13546
EST,UPPSRY_NTRY,2002,70.491905
EST,UPPSRY_NTRY,2003,71.890823
EST,UPPSRY_NTRY,2004,70.74337
EST,UPPSRY_NTRY,2005,72.475014
EST,UPPSRY_NTRY,2006,77.78727
EST,UPPSRY_NTRY,2007,79.235893
EST,UPPSRY_NTRY,2008,79.473145
EST,UPPSRY_NTRY,2009,71.598534
EST,UPPSRY_NTRY,2010,68.764526
EST,UPPSRY_NTRY,2011,74.000694
EST,UPPSRY_NTRY,2012,74.336479
EST,UPPSRY_NTRY,2013,74.497719
EST,UPPSRY_NTRY,2014,75.218712
EST,UPPSRY_NTRY,2015,77.600029
EST,UPPSRY_NTRY,2016,76.856941
EST,UPPSRY_NTRY,2017,78.770027
EST,UPPSRY_NTRY,2018,79.915634
EST,UPPSRY_NTRY,2019,80.630501
EST,UPPSRY_NTRY,2020,79.383522
EST,UPPSRY_NTRY,2021,79.32415
DEU,BUPPSRY,1989,43.326099
DEU,BUPPSRY,1991,49.910133
DEU,BUPPSRY,1992,51.890175
DEU,BUPPSRY,1994,49.00457
DEU,BUPPSRY,1995,49.236652
DEU,BUPPSRY,1997,45.705223
DEU,BUPPSRY,1998,46.114658
DEU,BUPPSRY,1999,48.747017
DEU,BUPPSRY,2000,50.598801
DEU,BUPPSRY,2001,51.81617
DEU,BUPPSRY,2002,50.925064
DEU,BUPPSRY,2003,50.15181
DEU,BUPPSRY,2004,48.576359
DEU,BUPPSRY,2005,51.573818
DEU,BUPPSRY,2006,53.769577
DEU,BUPPSRY,2007,54.629837
DEU,BUPPSRY,2008,55.277187
DEU,BUPPSRY,2009,54.926422
DEU,BUPPSRY,2010,55.349537
DEU,BUPPSRY,2011,56.529499
DEU,BUPPSRY,2012,57.46994
DEU,BUPPSRY,2013,57.914753
DEU,BUPPSRY,2014,57.983791
DEU,BUPPSRY,2015,58.731674
DEU,BUPPSRY,2016,59.416393
DEU,BUPPSRY,2017,60.017593
DEU,BUPPSRY,2018,60.951149
DEU,BUPPSRY,2019,61.942692
DEU,BUPPSRY,2020,62.644703
DEU,BUPPSRY,2021,62.293205
POL,BUPPSRY,1995,50.019779
POL,BUPPSRY,1997,50.358292
POL,BUPPSRY,1998,49.118553
POL,BUPPSRY,1999,46.638458
POL,BUPPSRY,2000,42.803692
POL,BUPPSRY,2001,41.462479
POL,BUPPSRY,2002,39.140724
POL,BUPPSRY,2003,38.219894
POL,BUPPSRY,2004,37.475872
POL,BUPPSRY,2005,37.715935
POL,BUPPSRY,2006,38.645035
POL,BUPPSRY,2007,41.024372
POL,BUPPSRY,2008,42.95998
POL,BUPPSRY,2009,41.61322
POL,BUPPSRY,2010,39.91716
POL,BUPPSRY,2011,39.69817
POL,BUPPSRY,2012,39.762394
POL,BUPPSRY,2013,38.541565
POL,BUPPSRY,2014,39.246231
POL,BUPPSRY,2015,40.807873
POL,BUPPSRY,2016,40.736607
POL,BUPPSRY,2017,41.831684
POL,BUPPSRY,2018,43.071896
POL,BUPPSRY,2019,44.955994
POL,BUPPSRY,2020,46.915874
POL,BUPPSRY,2021,48.927746
ISR,TRY,2002,79.082726
ISR,TRY,2003,79.295395
ISR,TRY,2005,81.300407
ISR,TRY,2007,82.959091
ISR,TRY,2008,82.788483
ISR,TRY,2009,82.376495
ISR,TRY,2010,82.377548
ISR,TRY,2011,82.812759
ISR,TRY,2012,84.860222
ISR,TRY,2013,85.125191
ISR,TRY,2014,86.098755
ISR,TRY,2015,86.495628
ISR,TRY,2016,87.025414
ISR,TRY,2017,87.130043
ISR,TRY,2018,87.750999
ISR,TRY,2019,87.689819
ISR,TRY,2020,86.84687
ISR,TRY,2021,86.751892
SVN,UPPSRY_NTRY,2000,74.381706
SVN,UPPSRY_NTRY,2002,73.967361
SVN,UPPSRY_NTRY,2003,72.721985
SVN,UPPSRY_NTRY,2004,74.362457
SVN,UPPSRY_NTRY,2005,74.617165
SVN,UPPSRY_NTRY,2006,74.127296
SVN,UPPSRY_NTRY,2007,75.073624
SVN,UPPSRY_NTRY,2008,76.442299
SVN,UPPSRY_NTRY,2009,74.623276
SVN,UPPSRY_NTRY,2010,72.956429
SVN,UPPSRY_NTRY,2011,70.586128
SVN,UPPSRY_NTRY,2012,70.693443
SVN,UPPSRY_NTRY,2013,69.487602
SVN,UPPSRY_NTRY,2014,69.481331
SVN,UPPSRY_NTRY,2015,69.668999
SVN,UPPSRY_NTRY,2016,71.045151
SVN,UPPSRY_NTRY,2017,70.051704
SVN,UPPSRY_NTRY,2018,75.877327
SVN,UPPSRY_NTRY,2019,76.829208
SVN,UPPSRY_NTRY,2020,75.705383
SVN,UPPSRY_NTRY,2021,75.47
ISL,BUPPSRY,2003,82.235077
ISL,BUPPSRY,2004,80.536919
ISL,BUPPSRY,2005,81.776802
ISL,BUPPSRY,2006,83.606148
ISL,BUPPSRY,2007,83.548912
ISL,BUPPSRY,2008,83.020836
ISL,BUPPSRY,2009,76.828506
ISL,BUPPSRY,2010,73.048576
ISL,BUPPSRY,2011,71.832031
ISL,BUPPSRY,2012,69.791046
ISL,BUPPSRY,2013,71.450188
ISL,BUPPSRY,2014,73.621002
ISL,BUPPSRY,2015,75.956467
ISL,BUPPSRY,2016,76.700485
ISL,BUPPSRY,2017,74.514992
ISL,BUPPSRY,2018,73.969177
ISL,BUPPSRY,2019,73.532852
ISL,BUPPSRY,2020,70.414513
ISL,BUPPSRY,2021,71.241058
FRA,UPPSRY_NTRY,1981,80.28447
FRA,UPPSRY_NTRY,1989,78.299377
FRA,UPPSRY_NTRY,1991,78.320381
FRA,UPPSRY_NTRY,1992,77.088379
FRA,UPPSRY_NTRY,1994,75.060425
FRA,UPPSRY_NTRY,1995,75.709312
FRA,UPPSRY_NTRY,1997,75.048683
FRA,UPPSRY_NTRY,1998,74.951813
FRA,UPPSRY_NTRY,1999,75.086159
FRA,UPPSRY_NTRY,2000,75.211029
FRA,UPPSRY_NTRY,2001,76.543243
FRA,UPPSRY_NTRY,2002,76.666557
FRA,UPPSRY_NTRY,2003,76.327538
FRA,UPPSRY_NTRY,2004,75.695786
FRA,UPPSRY_NTRY,2005,75.694321
FRA,UPPSRY_NTRY,2006,75.567871
FRA,UPPSRY_NTRY,2007,75.668793
FRA,UPPSRY_NTRY,2008,75.786949
FRA,UPPSRY_NTRY,2009,74.769562
FRA,UPPSRY_NTRY,2010,74.399307
FRA,UPPSRY_NTRY,2011,73.725624
FRA,UPPSRY_NTRY,2012,73.535088
FRA,UPPSRY_NTRY,2013,73.329834
FRA,UPPSRY_NTRY,2014,72.7491
FRA,UPPSRY_NTRY,2015,72.580147
FRA,UPPSRY_NTRY,2016,72.904305
FRA,UPPSRY_NTRY,2017,73.024368
FRA,UPPSRY_NTRY,2018,73.486595
FRA,UPPSRY_NTRY,2019,73.19117
FRA,UPPSRY_NTRY,2020,72.472282
FRA,UPPSRY_NTRY,2021,74.272713
CAN,UPPSRY_NTRY,1981,73.500465
CAN,UPPSRY_NTRY,1990,76.466599
CAN,UPPSRY_NTRY,1991,74.607841
CAN,UPPSRY_NTRY,1992,73.154472
CAN,UPPSRY_NTRY,1993,72.074715
CAN,UPPSRY_NTRY,1994,72.82151
CAN,UPPSRY_NTRY,1995,73.042099
CAN,UPPSRY_NTRY,1996,73.03125
CAN,UPPSRY_NTRY,1997,73.905594
CAN,UPPSRY_NTRY,1998,74.442566
CAN,UPPSRY_NTRY,1999,75.252525
CAN,UPPSRY_NTRY,2000,75.989212
CAN,UPPSRY_NTRY,2001,75.422333
CAN,UPPSRY_NTRY,2002,75.865143
CAN,UPPSRY_NTRY,2003,76.30143
CAN,UPPSRY_NTRY,2004,76.647316
CAN,UPPSRY_NTRY,2005,76.264534
CAN,UPPSRY_NTRY,2006,75.969109
CAN,UPPSRY_NTRY,2007,76.485977
CAN,UPPSRY_NTRY,2008,76.343781
CAN,UPPSRY_NTRY,2009,73.720863
CAN,UPPSRY_NTRY,2010,73.987541
CAN,UPPSRY_NTRY,2011,74.153801
CAN,UPPSRY_NTRY,2012,74.628586
CAN,UPPSRY_NTRY,2013,74.619583
CAN,UPPSRY_NTRY,2014,73.893745
CAN,UPPSRY_NTRY,2015,73.532867
CAN,UPPSRY_NTRY,2016,73.611115
CAN,UPPSRY_NTRY,2017,74.156807
CAN,UPPSRY_NTRY,2018,74.461403
CAN,UPPSRY_NTRY,2019,74.549652
CAN,UPPSRY_NTRY,2020,70.191864
CAN,UPPSRY_NTRY,2021,72.431999
MEX,BUPPSRY,1997,61.777863
MEX,BUPPSRY,1998,61.269238
MEX,BUPPSRY,1999,61.402508
MEX,BUPPSRY,2000,60.739941
MEX,BUPPSRY,2001,60.503517
MEX,BUPPSRY,2002,61.252419
MEX,BUPPSRY,2003,60.856945
MEX,BUPPSRY,2004,62.248329
MEX,BUPPSRY,2005,62.575027
MEX,BUPPSRY,2006,63.417961
MEX,BUPPSRY,2007,63.406376
MEX,BUPPSRY,2008,63.312962
MEX,BUPPSRY,2009,62.741055
MEX,BUPPSRY,2010,62.701584
MEX,BUPPSRY,2011,63.173729
MEX,BUPPSRY,2012,64.190819
MEX,BUPPSRY,2013,64.121071
MEX,BUPPSRY,2014,63.824726
MEX,BUPPSRY,2015,64.448311
MEX,BUPPSRY,2016,64.834747
MEX,BUPPSRY,2017,64.624901
MEX,BUPPSRY,2018,65.053772
MEX,BUPPSRY,2019,65.604675
MEX,BUPPSRY,2020,62.620499
MEX,BUPPSRY,2021,63.501839
BEL,TRY,1989,86.369583
BEL,TRY,1991,85.070267
BEL,TRY,1992,84.933197
BEL,TRY,1994,83.707924
BEL,TRY,1995,83.713875
BEL,TRY,2000,85.308243
BEL,TRY,2001,84.477966
BEL,TRY,2002,83.739975
BEL,TRY,2003,83.600479
BEL,TRY,2004,83.871811
BEL,TRY,2005,84.186348
BEL,TRY,2006,83.597969
BEL,TRY,2007,84.898537
BEL,TRY,2008,84.71759
BEL,TRY,2009,84.222946
BEL,TRY,2010,83.986328
BEL,TRY,2011,84.19278
BEL,TRY,2012,84.561577
BEL,TRY,2013,84.14119
BEL,TRY,2014,84.744164
BEL,TRY,2015,84.585976
BEL,TRY,2016,85.194183
BEL,TRY,2017,85.217384
BEL,TRY,2018,86.099861
BEL,TRY,2019,86.435471
BEL,TRY,2020,86.164154
BEL,TRY,2021,86.87912
IRL,TRY,1989,81.814163
IRL,TRY,1991,80.639938
IRL,TRY,1992,81.012192
IRL,TRY,1994,82.650047
IRL,TRY,1995,83.047272
IRL,TRY,2000,87.528755
IRL,TRY,2001,86.962219
IRL,TRY,2002,86.310562
IRL,TRY,2003,86.056435
IRL,TRY,2004,86.203506
IRL,TRY,2005,86.801743
IRL,TRY,2006,86.083153
IRL,TRY,2007,86.348022
IRL,TRY,2008,85.196899
IRL,TRY,2009,82.234619
IRL,TRY,2010,80.95153
IRL,TRY,2011,80.506882
IRL,TRY,2012,80.041634
IRL,TRY,2013,80.129417
IRL,TRY,2014,81.057159
IRL,TRY,2015,82.136742
IRL,TRY,2016,82.544983
IRL,TRY,2017,84.867844
IRL,TRY,2018,85.067238
IRL,TRY,2019,85.559753
IRL,TRY,2020,84.500572
IRL,TRY,2021,85.681137
BEL,BUPPSRY,1989,48.178768
BEL,BUPPSRY,1991,48.616089
BEL,BUPPSRY,1992,48.796589
BEL,BUPPSRY,1994,47.749702
BEL,BUPPSRY,1995,47.266621
BEL,BUPPSRY,2000,50.519871
BEL,BUPPSRY,2001,48.972729
BEL,BUPPSRY,2002,48.756512
BEL,BUPPSRY,2003,48.931946
BEL,BUPPSRY,2004,48.780857
BEL,BUPPSRY,2005,48.973824
BEL,BUPPSRY,2006,48.991562
BEL,BUPPSRY,2007,49.787991
BEL,BUPPSRY,2008,49.431824
BEL,BUPPSRY,2009,47.964371
BEL,BUPPSRY,2010,48.907856
BEL,BUPPSRY,2011,47.724239
BEL,BUPPSRY,2012,47.566116
BEL,BUPPSRY,2013,47.82542
BEL,BUPPSRY,2014,47.473766
BEL,BUPPSRY,2015,46.631485
BEL,BUPPSRY,2016,46.364117
BEL,BUPPSRY,2017,46.53194
BEL,BUPPSRY,2018,46.481766
BEL,BUPPSRY,2019,47.356865
BEL,BUPPSRY,2020,46.902103
BEL,BUPPSRY,2021,45.467873
ISL,TRY,2003,94.131844
ISL,TRY,2004,93.572411
ISL,TRY,2005,93.554955
ISL,TRY,2006,92.945824
ISL,TRY,2007,93.632584
ISL,TRY,2008,92.541931
ISL,TRY,2009,89.333015
ISL,TRY,2010,89.153488
ISL,TRY,2011,88.570808
ISL,TRY,2012,90.480751
ISL,TRY,2013,90.231339
ISL,TRY,2014,89.503448
ISL,TRY,2015,90.638023
ISL,TRY,2016,92.581711
ISL,TRY,2017,91.661316
ISL,TRY,2018,90.86908
ISL,TRY,2019,90.382393
ISL,TRY,2020,87.59803
ISL,TRY,2021,89.102127
OAVG,UPPSRY_NTRY,1995,73.720149
OAVG,UPPSRY_NTRY,1998,73.520446
OAVG,UPPSRY_NTRY,1999,73.364516
OAVG,UPPSRY_NTRY,2000,73.823776
OAVG,UPPSRY_NTRY,2001,74.053763
OAVG,UPPSRY_NTRY,2002,73.688995
OAVG,UPPSRY_NTRY,2003,74.125084
OAVG,UPPSRY_NTRY,2004,74.229786
OAVG,UPPSRY_NTRY,2005,74.662506
OAVG,UPPSRY_NTRY,2006,75.617145
OAVG,UPPSRY_NTRY,2007,76.046653
OAVG,UPPSRY_NTRY,2008,75.99793
OAVG,UPPSRY_NTRY,2009,73.690148
OAVG,UPPSRY_NTRY,2010,73.055891
OAVG,UPPSRY_NTRY,2011,73.146757
OAVG,UPPSRY_NTRY,2012,73.185935
OAVG,UPPSRY_NTRY,2013,72.92971
OAVG,UPPSRY_NTRY,2014,73.546634
OAVG,UPPSRY_NTRY,2015,74.083851
OAVG,UPPSRY_NTRY,2016,74.589964
OAVG,UPPSRY_NTRY,2017,75.282215
OAVG,UPPSRY_NTRY,2018,76.132164
OAVG,UPPSRY_NTRY,2019,76.53906
OAVG,UPPSRY_NTRY,2020,74.757155
OAVG,UPPSRY_NTRY,2021,75.285703
HUN,BUPPSRY,1997,36.171474
HUN,BUPPSRY,1998,36.184654
HUN,BUPPSRY,1999,35.722759
HUN,BUPPSRY,2000,35.842838
HUN,BUPPSRY,2001,36.625694
HUN,BUPPSRY,2002,36.723515
HUN,BUPPSRY,2003,37.390221
HUN,BUPPSRY,2004,36.89378
HUN,BUPPSRY,2005,38.104095
HUN,BUPPSRY,2006,38.192783
HUN,BUPPSRY,2007,38.498444
HUN,BUPPSRY,2008,38.655712
HUN,BUPPSRY,2009,37.404385
HUN,BUPPSRY,2010,37.621582
HUN,BUPPSRY,2011,37.725071
HUN,BUPPSRY,2012,38.794422
HUN,BUPPSRY,2013,39.442501
HUN,BUPPSRY,2014,45.252956
HUN,BUPPSRY,2015,48.08321
HUN,BUPPSRY,2016,51.73748
HUN,BUPPSRY,2017,55.091339
HUN,BUPPSRY,2018,56.975697
HUN,BUPPSRY,2019,56.987286
HUN,BUPPSRY,2020,55.617611
HUN,BUPPSRY,2021,58.837936
IRL,BUPPSRY,1989,44.772343
IRL,BUPPSRY,1991,45.99892
IRL,BUPPSRY,1992,45.941257
IRL,BUPPSRY,1994,47.049671
IRL,BUPPSRY,1995,48.565922
IRL,BUPPSRY,2000,55.908649
IRL,BUPPSRY,2001,58.406803
IRL,BUPPSRY,2002,56.698242
IRL,BUPPSRY,2003,56.632576
IRL,BUPPSRY,2004,57.486076
IRL,BUPPSRY,2005,58.447918
IRL,BUPPSRY,2006,58.76096
IRL,BUPPSRY,2007,58.70089
IRL,BUPPSRY,2008,56.845081
IRL,BUPPSRY,2009,50.67767
IRL,BUPPSRY,2010,47.612698
IRL,BUPPSRY,2011,45.83659
IRL,BUPPSRY,2012,44.106441
IRL,BUPPSRY,2013,46.930607
IRL,BUPPSRY,2014,46.625233
IRL,BUPPSRY,2015,48.814857
IRL,BUPPSRY,2016,50.109047
IRL,BUPPSRY,2017,50.852608
IRL,BUPPSRY,2018,52.373951
IRL,BUPPSRY,2019,53.333496
IRL,BUPPSRY,2020,52.035358
IRL,BUPPSRY,2021,51.772327
CZE,UPPSRY_NTRY,1994,82.251007
CZE,UPPSRY_NTRY,1995,82.44651
CZE,UPPSRY_NTRY,1997,79.668602
CZE,UPPSRY_NTRY,1998,78.203987
CZE,UPPSRY_NTRY,1999,76.380905
CZE,UPPSRY_NTRY,2000,75.545921
CZE,UPPSRY_NTRY,2001,75.7313
CZE,UPPSRY_NTRY,2002,76.23436
CZE,UPPSRY_NTRY,2003,75.829086
CZE,UPPSRY_NTRY,2004,74.798615
CZE,UPPSRY_NTRY,2005,75.487686
CZE,UPPSRY_NTRY,2006,75.553139
CZE,UPPSRY_NTRY,2007,76.120239
CZE,UPPSRY_NTRY,2008,76.596436
CZE,UPPSRY_NTRY,2009,75.092216
CZE,UPPSRY_NTRY,2010,74.4925
CZE,UPPSRY_NTRY,2011,75.280701
CZE,UPPSRY_NTRY,2012,75.922844
CZE,UPPSRY_NTRY,2013,76.598831
CZE,UPPSRY_NTRY,2014,77.571945
CZE,UPPSRY_NTRY,2015,78.945419
CZE,UPPSRY_NTRY,2016,80.725128
CZE,UPPSRY_NTRY,2017,82.215881
CZE,UPPSRY_NTRY,2018,83.511574
CZE,UPPSRY_NTRY,2019,83.994926
CZE,UPPSRY_NTRY,2020,83.538231
CZE,UPPSRY_NTRY,2021,83.438309
PRT,UPPSRY_NTRY,1994,79.081635
PRT,UPPSRY_NTRY,1995,77.020638
PRT,UPPSRY_NTRY,1998,80.055466
PRT,UPPSRY_NTRY,1999,81.94001
PRT,UPPSRY_NTRY,2000,83.253365
PRT,UPPSRY_NTRY,2001,82.679092
PRT,UPPSRY_NTRY,2002,82.237816
PRT,UPPSRY_NTRY,2003,81.539589
PRT,UPPSRY_NTRY,2004,80.341431
PRT,UPPSRY_NTRY,2005,79.276749
PRT,UPPSRY_NTRY,2006,80.208763
PRT,UPPSRY_NTRY,2007,79.848381
PRT,UPPSRY_NTRY,2008,80.559242
PRT,UPPSRY_NTRY,2009,80.130646
PRT,UPPSRY_NTRY,2010,79.903908
PRT,UPPSRY_NTRY,2011,79.425568
PRT,UPPSRY_NTRY,2012,76.003647
PRT,UPPSRY_NTRY,2013,75.990891
PRT,UPPSRY_NTRY,2014,77.216476
PRT,UPPSRY_NTRY,2015,78.400528
PRT,UPPSRY_NTRY,2016,79.159042
PRT,UPPSRY_NTRY,2017,81.635704
PRT,UPPSRY_NTRY,2018,83.510033
PRT,UPPSRY_NTRY,2019,84.514481
